date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:22:49	6153/6153	---M--	200	added ('OK')	text/css	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/css/magnific-popup.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/magnific-popup.css	(from http://www.teamvyoma.com/)
22:22:50	19888/19888	---M--	200	added ('OK')	text/css	etag:%220a5fe883dafd01:0%22	http://www.teamvyoma.com/css/prettyPhoto.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/prettyPhoto.css	(from http://www.teamvyoma.com/)
22:22:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jun%202019%2016:52:50%20GMT	http://www.teamvyoma.com/css/scroll.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/scroll.a.delayed	(from http://www.teamvyoma.com/)
22:22:51	83335/83335	---M--	200	added ('OK')	text/css	etag:%22031a38dc75fd41:0%22	http://www.teamvyoma.com/css/style.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/style.css	(from http://www.teamvyoma.com/)
22:22:52	10772/10772	---M--	200	added ('OK')	text/css	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/css/responsive.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/responsive.css	(from http://www.teamvyoma.com/)
22:22:52	10288/10288	---M--	200	added ('OK')	text/css	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/css/dark.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/dark.css	(from http://www.teamvyoma.com/)
22:22:53	2269/2269	---M--	200	added ('OK')	text/css	etag:%22801a98e8a36bd31:0%22	http://www.teamvyoma.com/css/colors/red.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/css/colors/red.css	(from http://www.teamvyoma.com/)
22:22:53	2410/2410	---M--	200	added ('OK')	text/css	etag:%2204268c33dafd01:0%22	http://www.teamvyoma.com/theme_panel/theme_panel.css	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/theme_panel/theme_panel.css	(from http://www.teamvyoma.com/)
22:22:53	11550/11550	---M--	200	added ('OK')	image/png	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/logo-dark.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/logo-dark.png	(from http://www.teamvyoma.com/)
22:22:55	12626/12626	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/nasa.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/nasa.jpg	(from http://www.teamvyoma.com/)
22:22:57	19244/19244	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/002.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/002.jpg	(from http://www.teamvyoma.com/)
22:22:59	35647/35647	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/001.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/001.jpg	(from http://www.teamvyoma.com/)
22:23:02	26524/26524	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/003b.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/003b.jpg	(from http://www.teamvyoma.com/)
22:23:04	14111/14111	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/004.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/004.jpg	(from http://www.teamvyoma.com/)
22:23:11	37421/37421	---M--	200	added ('OK')	image/jpeg	etag:%2205655ce27eed21:0%22	http://www.teamvyoma.com/images/portfolio/gen2.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/gen2.jpg	(from http://www.teamvyoma.com/)
22:23:14	16847/16847	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/005.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/005.jpg	(from http://www.teamvyoma.com/)
22:23:15	137159/137159	---M--	200	added ('OK')	image/jpeg	etag:%2202668e127eed21:0%22	http://www.teamvyoma.com/images/portfolio/crystal.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/crystal.jpg	(from http://www.teamvyoma.com/)
22:23:16	9999/9999	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/006.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/006.jpg	(from http://www.teamvyoma.com/)
22:23:21	136303/136303	---M--	200	added ('OK')	image/jpeg	etag:%220b62fa827eed21:0%22	http://www.teamvyoma.com/images/portfolio/scls.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/scls.jpg	(from http://www.teamvyoma.com/)
22:23:22	25292/25292	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/007.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/007.jpg	(from http://www.teamvyoma.com/)
22:23:24	11631/11631	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/008.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/008.jpg	(from http://www.teamvyoma.com/)
22:23:30	221057/221057	---M--	200	added ('OK')	image/jpeg	etag:%220433b8327eed21:0%22	http://www.teamvyoma.com/images/portfolio/tri.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/tri.jpg	(from http://www.teamvyoma.com/)
22:23:33	19829/19829	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/009.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/009.jpg	(from http://www.teamvyoma.com/)
22:23:37	101701/101701	---M--	200	added ('OK')	image/jpeg	etag:%2203ffa328eed21:0%22	http://www.teamvyoma.com/images/portfolio/airfoil.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/airfoil.jpg	(from http://www.teamvyoma.com/)
22:23:40	12777/12777	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/010.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/010.jpg	(from http://www.teamvyoma.com/)
22:23:42	168024/168024	---M--	200	added ('OK')	image/jpeg	etag:%2206fe7f027eed21:0%22	http://www.teamvyoma.com/images/portfolio/composite.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/composite.jpg	(from http://www.teamvyoma.com/)
22:23:46	22720/22720	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/011.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/011.jpg	(from http://www.teamvyoma.com/)
22:23:51	170382/170382	---M--	200	added ('OK')	image/jpeg	etag:%220c19ac327eed21:0%22	http://www.teamvyoma.com/images/portfolio/glass.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/glass.jpg	(from http://www.teamvyoma.com/)
22:23:52	30880/30880	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/012.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/012.jpg	(from http://www.teamvyoma.com/)
22:23:53	9966/9966	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/014.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/014.jpg	(from http://www.teamvyoma.com/)
22:23:55	24734/24734	---M--	200	added ('OK')	image/jpeg	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/portfolio/013.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/013.jpg	(from http://www.teamvyoma.com/)
22:24:01	134302/134302	---M--	200	added ('OK')	image/jpeg	etag:%2207def827eed21:0%22	http://www.teamvyoma.com/images/portfolio/buraq.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/buraq.jpg	(from http://www.teamvyoma.com/)
22:24:01	177878/177878	---M--	200	added ('OK')	image/jpeg	etag:%220beded727eed21:0%22	http://www.teamvyoma.com/images/portfolio/gen1.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/gen1.jpg	(from http://www.teamvyoma.com/)
22:24:05	59665/59665	---M--	200	added ('OK')	image/jpeg	etag:%228097acc27b6ed31:0%22	http://www.teamvyoma.com/images/portfolio/015.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/015.jpg	(from http://www.teamvyoma.com/)
22:24:13	72896/72896	---M--	200	added ('OK')	image/jpeg	etag:%228089fe27786ed31:0%22	http://www.teamvyoma.com/images/portfolio/bicopter.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/bicopter.jpg	(from http://www.teamvyoma.com/)
22:24:15	12183/12183	---M--	200	added ('OK')	image/png	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/clients/logo1.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/clients/logo1.png	(from http://www.teamvyoma.com/)
22:24:17	10673/10673	---M--	200	added ('OK')	image/png	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/clients/logo2.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/clients/logo2.png	(from http://www.teamvyoma.com/)
22:24:17	97473/97473	---M--	200	added ('OK')	image/jpeg	etag:%22802e490746ed31:0%22	http://www.teamvyoma.com/images/portfolio/biplane.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/biplane.jpg	(from http://www.teamvyoma.com/)
22:24:19	9876/9876	---M--	200	added ('OK')	image/png	etag:%220c892c276f1d21:0%22	http://www.teamvyoma.com/images/clients/logo3.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/clients/logo3.png	(from http://www.teamvyoma.com/)
22:24:19	164314/164314	---M--	200	added ('OK')	image/jpeg	etag:%220696f1928eed21:0%22	http://www.teamvyoma.com/images/portfolio/015b.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/015b.jpg	(from http://www.teamvyoma.com/)
22:24:20	14461/14461	---M--	200	added ('OK')	image/png	etag:%22013208630ecd21:0%22	http://www.teamvyoma.com/images/clients/logo4.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/clients/logo4.png	(from http://www.teamvyoma.com/)
22:24:23	26600/26600	---M--	200	added ('OK')	image/png	etag:%220866ed33ecd21:0%22	http://www.teamvyoma.com/images/clients/logo5.png	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/clients/logo5.png	(from http://www.teamvyoma.com/)
22:24:29	57481/57481	---M--	200	added ('OK')	image/jpeg	etag:%22807093bea16ed31:0%22	http://www.teamvyoma.com/images/team/11.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/11.jpg	(from http://www.teamvyoma.com/)
22:24:31	64444/64444	---M--	200	added ('OK')	image/jpeg	etag:%220c64cadf8fed21:0%22	http://www.teamvyoma.com/images/team/12.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/12.jpg	(from http://www.teamvyoma.com/)
22:24:33	58310/58310	---M--	200	added ('OK')	image/jpeg	etag:%220b825a6f8fed21:0%22	http://www.teamvyoma.com/images/team/13.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/13.jpg	(from http://www.teamvyoma.com/)
22:24:38	57121/57121	---M--	200	added ('OK')	image/jpeg	etag:%2280da4e02d6dd31:0%22	http://www.teamvyoma.com/images/team/14.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/14.jpg	(from http://www.teamvyoma.com/)
22:24:41	63107/63107	---M--	200	added ('OK')	image/jpeg	etag:%2206fa696f8fed21:0%22	http://www.teamvyoma.com/images/team/16.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/16.jpg	(from http://www.teamvyoma.com/)
22:24:48	269651/269651	---M--	200	added ('OK')	image/jpeg	etag:%228037435834cd41:0%22	http://www.teamvyoma.com/images/portfolio/017.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/portfolio/017.jpg	(from http://www.teamvyoma.com/)
22:24:50	74739/74739	---M--	200	added ('OK')	image/jpeg	etag:%2280d9fe2b4a4cd41:0%22	http://www.teamvyoma.com/images/team/18.jpeg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/18.jpg	(from http://www.teamvyoma.com/)
22:25:20	244016/244016	---M--	200	added ('OK')	image/jpeg	etag:%2280bf8d13484cd41:0%22	http://www.teamvyoma.com/images/team/19.jpeg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/19.jpg	(from http://www.teamvyoma.com/)
22:25:27	241419/241419	---M--	200	added ('OK')	image/jpeg	etag:%220ebff28424cd41:0%22	http://www.teamvyoma.com/images/team/20.jpeg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/20.jpg	(from http://www.teamvyoma.com/)
22:25:34	84234/84234	---M--	200	added ('OK')	image/jpeg	etag:%220a038de4e4cd41:0%22	http://www.teamvyoma.com/images/team/22.jpeg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/22.jpg	(from http://www.teamvyoma.com/)
22:25:35	96381/96381	---M--	200	added ('OK')	application/x-javascript	etag:%2206172bd3dafd01:0%22	http://www.teamvyoma.com/js/jquery-1.11.0.min.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery-1.11.0.min.js	(from http://www.teamvyoma.com/)
22:25:36	35957/35957	---M--	200	added ('OK')	application/x-javascript	etag:%2206172bd3dafd01:0%22	http://www.teamvyoma.com/js/bootstrap.min.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/bootstrap.min.js	(from http://www.teamvyoma.com/)
22:25:38	1285/1285	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.appear.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.appear.js	(from http://www.teamvyoma.com/)
22:25:38	8044/8044	---M--	200	added ('OK')	application/x-javascript	etag:%2208ea3be3dafd01:0%22	http://www.teamvyoma.com/js/waypoints.min.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/waypoints.min.js	(from http://www.teamvyoma.com/)
22:25:39	16640/16640	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/modernizr-latest.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/modernizr-latest.js	(from http://www.teamvyoma.com/)
22:25:39	6874/6874	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/SmoothScroll.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/SmoothScroll.js	(from http://www.teamvyoma.com/)
22:25:39	10142/10142	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.superslides.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.superslides.js	(from http://www.teamvyoma.com/)
22:25:40	21911/21911	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.isotope.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.isotope.js	(from http://www.teamvyoma.com/)
22:25:40	951/951	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.parallax-1.1.3.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.parallax-1.1.3.js	(from http://www.teamvyoma.com/)
22:25:41	3598/3598	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.easing.1.3.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.easing.1.3.js	(from http://www.teamvyoma.com/)
22:25:41	1869/1869	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.fitvids.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.fitvids.js	(from http://www.teamvyoma.com/)
22:25:42	29761/29761	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.flexslider.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.flexslider.js	(from http://www.teamvyoma.com/)
22:25:42	29622/29622	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/owl.carousel.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/owl.carousel.js	(from http://www.teamvyoma.com/)
22:25:44	29600/29600	---M--	200	added ('OK')	application/x-javascript	etag:%220c783df87f1d21:0%22	http://www.teamvyoma.com/js/jquery.mb.YTPlayer.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.mb.YTPlayer.js	(from http://www.teamvyoma.com/)
22:25:45	20947/20947	---M--	200	added ('OK')	application/x-javascript	etag:%2206172bd3dafd01:0%22	http://www.teamvyoma.com/js/jquery.magnific-popup.min.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.magnific-popup.min.js	(from http://www.teamvyoma.com/)
22:25:45	21534/21534	---M--	200	added ('OK')	application/x-javascript	etag:%2208ea3be3dafd01:0%22	http://www.teamvyoma.com/js/jquery.prettyPhoto.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/jquery.prettyPhoto.js	(from http://www.teamvyoma.com/)
22:25:46	22684/22684	---M--	200	added ('OK')	application/x-javascript	etag:%220e05332caffd21:0%22	http://www.teamvyoma.com/js/plugins.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/js/plugins.js	(from http://www.teamvyoma.com/)
22:25:47	1454/1454	---M--	200	added ('OK')	application/x-javascript	etag:%2206f99c43dafd01:0%22	http://www.teamvyoma.com/theme_panel/theme_panel.js	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/theme_panel/theme_panel.js	(from http://www.teamvyoma.com/)
22:25:48	1464/1464	---M--	200	added ('OK')	text/html	etag:%22068f9d760ebd21:0%22	http://www.teamvyoma.com/fonts/glyphicons-halflings-regular.html	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regular.html	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jun%202019%2016:55:48%20GMT	http://www.teamvyoma.com/fonts/glyphicons-halflings-regulard41dd41dd41d.html?	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regulard41dd41dd41d.52d41d.delayed	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:48	1468/1468	---M--	200	added ('OK')	text/html	etag:%22068f9d760ebd21:0%22	http://www.teamvyoma.com/fonts/glyphicons-halflings-regular-2.html	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regular-2.html	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:48	1468/1468	---M--	200	added ('OK')	text/html	etag:%22068f9d760ebd21:0%22	http://www.teamvyoma.com/fonts/glyphicons-halflings-regular-3.html	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regular-3.html	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:49	1468/1468	---M--	200	added ('OK')	text/html	etag:%22068f9d760ebd21:0%22	http://www.teamvyoma.com/fonts/glyphicons-halflings-regular-4.html	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regular-4.html	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:49	1468/1468	---M--	200	added ('OK')	text/html	etag:%22068f9d760ebd21:0%22	http://www.teamvyoma.com/fonts/glyphicons-halflings-regular-5.html	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/glyphicons-halflings-regular-5.html	(from http://www.teamvyoma.com/css/bootstrap.min.css)
22:25:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jun%202019%2016:55:49%20GMT	http://www.teamvyoma.com/fonts/fontawesome-webfont3e6e3e6e.eot?v=4.7.0	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/fontawesome-webfont3e6e3e6e.573e6e.delayed	(from http://www.teamvyoma.com/css/font-awesome.min.css)
22:25:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jun%202019%2016:55:50%20GMT	http://www.teamvyoma.com/fonts/fontawesome-webfontd41dd41d.eot?	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/fonts/fontawesome-webfontd41dd41d.58d41d.delayed	(from http://www.teamvyoma.com/css/font-awesome.min.css)
22:25:50	315672/315672	---M--	200	added ('OK')	image/jpeg	etag:%2280b687e41666d41:0%22	http://www.teamvyoma.com/images/team/21.jpg	D:/DocumentsD/Team%20Vyoma/Website/Team%20Vyoma%20Website/www.teamvyoma.com/images/team/21.jpg	(from http://www.teamvyoma.com/)
